# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-03-10T20:00:00.0/2024-03-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T21:00:00.0/2024-03-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T22:00:00.0/2024-03-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T23:00:00.0/2024-03-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T00:00:00.0/2024-03-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T01:00:00.0/2024-03-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T02:00:00.0/2024-03-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T03:00:00.0/2024-03-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T04:00:00.0/2024-03-11T05:00:00.0;1.6370;0.3552;0.0092;0.3460;0.1411;0.3552;0.0092;0.3460;0.1411;0.9500
2024-03-11T05:00:00.0/2024-03-11T06:00:00.0;173.0093;70.5549;17.2248;53.3301;105.1067;70.5549;17.2248;53.3301;105.1067;0.8500
2024-03-11T06:00:00.0/2024-03-11T07:00:00.0;444.0782;248.2490;110.3601;137.8889;333.8737;248.2490;110.3601;137.8889;333.8737;1.0000
2024-03-11T07:00:00.0/2024-03-11T08:00:00.0;681.4257;435.0195;233.4304;201.5891;470.4731;435.0195;233.4304;201.5891;470.4731;1.0000
2024-03-11T08:00:00.0/2024-03-11T09:00:00.0;868.8841;588.0284;335.7969;252.2315;532.9233;547.6486;258.3193;289.3293;414.0457;1.0000
2024-03-11T09:00:00.0/2024-03-11T10:00:00.0;993.6865;696.9260;419.2670;277.6591;581.9594;587.3136;196.8325;390.4811;274.6888;1.0000
2024-03-11T10:00:00.0/2024-03-11T11:00:00.0;1047.3387;751.3342;476.1677;275.1665;627.5353;678.2319;308.8300;369.4019;406.5752;1.0000
2024-03-11T11:00:00.0/2024-03-11T12:00:00.0;1026.1984;738.5519;478.0614;260.4905;643.0404;738.5519;478.0614;260.4905;643.0404;1.0000
2024-03-11T12:00:00.0/2024-03-11T13:00:00.0;931.7242;656.0793;413.9638;242.1155;612.5306;654.7700;411.4091;243.3608;608.4575;1.0000
2024-03-11T13:00:00.0/2024-03-11T14:00:00.0;770.3762;511.9250;295.4409;216.4841;527.0449;389.7042;102.1819;287.5224;176.4751;1.0000
2024-03-11T14:00:00.0/2024-03-11T15:00:00.0;553.1744;326.4191;156.2814;170.1377;383.3724;238.5060;42.0708;196.4352;108.6658;1.0000
2024-03-11T15:00:00.0/2024-03-11T16:00:00.0;294.9466;130.6287;35.7626;94.8662;146.8490;122.8100;30.0839;92.7261;119.5576;1.0000
2024-03-11T16:00:00.0/2024-03-11T17:00:00.0;42.8737;11.4013;0.3916;11.0097;4.6536;10.5764;0.2302;10.3462;2.7355;0.7500
2024-03-11T17:00:00.0/2024-03-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T18:00:00.0/2024-03-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T19:00:00.0/2024-03-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T20:00:00.0/2024-03-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T21:00:00.0/2024-03-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T22:00:00.0/2024-03-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-11T23:00:00.0/2024-03-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T00:00:00.0/2024-03-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T01:00:00.0/2024-03-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T02:00:00.0/2024-03-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T03:00:00.0/2024-03-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T04:00:00.0/2024-03-12T05:00:00.0;2.4431;0.6243;0.0226;0.6017;0.5948;0.1647;0.0000;0.1647;0.0000;0.9417
2024-03-12T05:00:00.0/2024-03-12T06:00:00.0;179.9342;95.2645;51.1802;44.0842;322.3917;60.8406;20.8325;40.0081;100.4587;0.8500
2024-03-12T06:00:00.0/2024-03-12T07:00:00.0;450.8587;305.3596;218.9017;86.4579;661.0355;210.4006;68.7160;141.6846;201.4601;1.0000
2024-03-12T07:00:00.0/2024-03-12T08:00:00.0;687.9875;507.0555;394.9776;112.0779;789.8804;444.7457;284.1124;160.6333;563.7042;1.0000
2024-03-12T08:00:00.0/2024-03-12T09:00:00.0;875.1677;669.9806;540.6613;129.3193;851.7057;430.0754;120.3479;309.7276;191.2800;1.0000
2024-03-12T09:00:00.0/2024-03-12T10:00:00.0;999.6519;778.2200;632.4101;145.8100;872.8068;612.2368;324.6286;287.6082;442.4180;1.0000
2024-03-12T10:00:00.0/2024-03-12T11:00:00.0;1052.9674;822.7861;659.3441;163.4420;863.9203;715.4155;440.5312;274.8842;577.7122;1.0000
2024-03-12T11:00:00.0/2024-03-12T12:00:00.0;1031.4954;800.5123;623.8298;176.6825;834.1635;623.6850;310.5319;313.1531;412.9355;1.0000
2024-03-12T12:00:00.0/2024-03-12T13:00:00.0;936.7175;715.1949;541.5789;173.6160;797.2352;513.7269;163.1906;350.5363;235.3033;1.0000
2024-03-12T13:00:00.0/2024-03-12T14:00:00.0;775.1147;573.6817;419.8690;153.8127;745.7829;265.6803;44.1896;221.4907;75.0704;1.0000
2024-03-12T14:00:00.0/2024-03-12T15:00:00.0;557.7249;386.2586;261.2636;124.9950;640.9991;199.7161;56.8685;142.8475;160.1411;1.0000
2024-03-12T15:00:00.0/2024-03-12T16:00:00.0;299.3890;174.9408;94.3763;80.5645;408.7374;100.4860;38.1828;62.3032;160.2033;1.0000
2024-03-12T16:00:00.0/2024-03-12T17:00:00.0;45.3275;17.0992;4.0492;13.0500;47.0660;17.0992;4.0492;13.0500;47.0660;0.7417
2024-03-12T17:00:00.0/2024-03-12T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T18:00:00.0/2024-03-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T19:00:00.0/2024-03-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T20:00:00.0/2024-03-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T21:00:00.0/2024-03-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T22:00:00.0/2024-03-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-12T23:00:00.0/2024-03-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T00:00:00.0/2024-03-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T01:00:00.0/2024-03-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T02:00:00.0/2024-03-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T03:00:00.0/2024-03-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T04:00:00.0/2024-03-13T05:00:00.0;3.4700;0.8820;0.0403;0.8417;1.2557;0.1132;0.0000;0.1132;0.0000;0.9250
2024-03-13T05:00:00.0/2024-03-13T06:00:00.0;186.8744;97.2255;48.9385;48.2870;299.6325;64.9819;28.1079;36.8740;149.6510;0.8500
2024-03-13T06:00:00.0/2024-03-13T07:00:00.0;457.6383;307.4026;216.2812;91.1214;641.1472;257.8459;133.0497;124.7962;418.8735;1.0000
2024-03-13T07:00:00.0/2024-03-13T08:00:00.0;694.5325;511.4450;406.2111;105.2339;803.6053;422.7591;247.2617;175.4973;506.8725;1.0000
2024-03-13T08:00:00.0/2024-03-13T09:00:00.0;881.4202;676.5286;569.2056;107.3229;889.5616;298.6541;43.7161;254.9380;70.1469;1.0000
2024-03-13T09:00:00.0/2024-03-13T10:00:00.0;1005.5740;787.4609;680.8391;106.6218;933.4283;591.7173;436.8588;154.8585;594.3311;1.0000
2024-03-13T10:00:00.0/2024-03-13T11:00:00.0;1058.5442;835.4357;729.7034;105.7323;950.5305;614.6979;345.8555;268.8425;451.3436;1.0000
2024-03-13T11:00:00.0/2024-03-13T12:00:00.0;1036.7357;816.8032;714.6826;102.1205;950.4962;711.4976;467.5616;243.9360;621.2103;1.0000
2024-03-13T12:00:00.0/2024-03-13T13:00:00.0;941.6535;732.7498;635.9002;96.8496;930.7615;405.7307;103.8712;301.8594;149.9095;1.0000
2024-03-13T13:00:00.0/2024-03-13T14:00:00.0;779.7996;590.2224;500.8931;89.3294;884.3529;572.0529;467.8839;104.1689;829.9771;1.0000
2024-03-13T14:00:00.0/2024-03-13T15:00:00.0;562.2293;401.9621;325.3073;76.6548;793.2454;227.4543;66.9079;160.5464;150.5221;1.0000
2024-03-13T15:00:00.0/2024-03-13T16:00:00.0;303.7962;188.7219;134.4379;54.2840;586.1238;129.0340;64.9342;64.0997;324.0073;1.0000
2024-03-13T16:00:00.0/2024-03-13T17:00:00.0;47.8345;20.2623;9.2567;11.0056;111.3278;16.8358;2.5896;14.2461;24.9358;0.8583
2024-03-13T17:00:00.0/2024-03-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T18:00:00.0/2024-03-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T19:00:00.0/2024-03-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T20:00:00.0/2024-03-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T21:00:00.0/2024-03-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T22:00:00.0/2024-03-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-13T23:00:00.0/2024-03-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T00:00:00.0/2024-03-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T01:00:00.0/2024-03-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T02:00:00.0/2024-03-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T03:00:00.0/2024-03-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T04:00:00.0/2024-03-14T05:00:00.0;4.6251;1.2639;0.2026;1.0612;5.9461;1.2639;0.2026;1.0612;5.9461;0.9167
2024-03-14T05:00:00.0/2024-03-14T06:00:00.0;193.8264;104.7753;64.4468;40.3284;399.0359;92.6693;43.6155;49.0539;303.8644;0.8500
2024-03-14T06:00:00.0/2024-03-14T07:00:00.0;464.4135;315.7896;242.8348;72.9548;711.9941;304.1009;223.8707;80.2301;640.9813;1.0000
2024-03-14T07:00:00.0/2024-03-14T08:00:00.0;701.0574;518.8557;431.5441;87.3115;846.0386;518.8557;431.5441;87.3115;846.0386;1.0000
2024-03-14T08:00:00.0/2024-03-14T09:00:00.0;887.6386;683.5333;589.9751;93.5582;915.3028;683.5333;589.9751;93.5582;915.3028;1.0000
2024-03-14T09:00:00.0/2024-03-14T10:00:00.0;1011.4506;794.6866;699.1592;95.5274;952.4770;794.6866;699.1592;95.5274;952.4770;1.0000
2024-03-14T10:00:00.0/2024-03-14T11:00:00.0;1064.0671;843.1291;748.4637;94.6653;969.3884;843.1291;748.4637;94.6653;969.3884;1.0000
2024-03-14T11:00:00.0/2024-03-14T12:00:00.0;1041.9178;824.8046;733.4843;91.3203;970.1367;824.8046;733.4843;91.3203;970.1367;1.0000
2024-03-14T12:00:00.0/2024-03-14T13:00:00.0;946.5309;740.3344;652.2502;88.0843;949.2297;740.3344;652.2502;88.0843;949.2297;1.0000
2024-03-14T13:00:00.0/2024-03-14T14:00:00.0;784.4298;596.5783;512.5435;84.0348;899.0470;595.1454;509.7433;85.4022;893.4506;1.0000
2024-03-14T14:00:00.0/2024-03-14T15:00:00.0;566.6868;406.7224;332.4052;74.3172;803.6727;381.3372;283.3281;98.0091;698.5253;1.0000
2024-03-14T15:00:00.0/2024-03-14T16:00:00.0;308.1677;191.8631;138.0317;53.8313;593.5807;191.8631;138.0317;53.8313;593.5807;1.0000
2024-03-14T16:00:00.0/2024-03-14T17:00:00.0;50.3935;21.4245;10.1134;11.3112;119.5796;21.4245;10.1134;11.3112;119.5796;0.8500
2024-03-14T17:00:00.0/2024-03-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T18:00:00.0/2024-03-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T19:00:00.0/2024-03-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T20:00:00.0/2024-03-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T21:00:00.0/2024-03-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T22:00:00.0/2024-03-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-14T23:00:00.0/2024-03-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T00:00:00.0/2024-03-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T01:00:00.0/2024-03-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T02:00:00.0/2024-03-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T03:00:00.0/2024-03-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T04:00:00.0/2024-03-15T05:00:00.0;5.9969;1.7851;0.3567;1.4284;10.2181;1.7851;0.3567;1.4284;10.2181;0.9000
2024-03-15T05:00:00.0/2024-03-15T06:00:00.0;200.7866;112.4572;70.7388;41.7185;429.7818;112.4572;70.7388;41.7185;429.7818;0.8500
2024-03-15T06:00:00.0/2024-03-15T07:00:00.0;471.1809;326.9457;252.9698;73.9759;731.2967;326.9457;252.9698;73.9759;731.2967;1.0000
2024-03-15T07:00:00.0/2024-03-15T08:00:00.0;707.5592;531.6855;443.1904;88.4951;860.5826;531.6855;443.1904;88.4951;860.5826;1.0000
2024-03-15T08:00:00.0/2024-03-15T09:00:00.0;893.8199;697.0456;601.7796;95.2660;926.7143;697.0456;601.7796;95.2660;926.7143;1.0000
2024-03-15T09:00:00.0/2024-03-15T10:00:00.0;1017.2789;807.3479;709.2123;98.1356;960.1580;807.3479;709.2123;98.1356;960.1580;1.0000
2024-03-15T10:00:00.0/2024-03-15T11:00:00.0;1069.5341;853.4678;755.0612;98.4067;972.4154;853.4678;755.0612;98.4067;972.4154;1.0000
2024-03-15T11:00:00.0/2024-03-15T12:00:00.0;1047.0398;832.5123;736.4119;96.1004;968.6998;832.5123;736.4119;96.1004;968.6998;1.0000
2024-03-15T12:00:00.0/2024-03-15T13:00:00.0;951.3486;746.7322;654.4918;92.2405;947.1968;746.7322;654.4918;92.2405;947.1968;1.0000
2024-03-15T13:00:00.0/2024-03-15T14:00:00.0;789.0045;602.9769;516.8832;86.0937;901.0216;602.9769;516.8832;86.0937;901.0216;1.0000
2024-03-15T14:00:00.0/2024-03-15T15:00:00.0;571.0969;413.0941;338.4212;74.6729;811.8223;413.0941;338.4212;74.6729;811.8223;1.0000
2024-03-15T15:00:00.0/2024-03-15T16:00:00.0;312.5031;198.0627;144.7471;53.3157;616.2318;198.0627;144.7471;53.3157;616.2318;1.0000
2024-03-15T16:00:00.0/2024-03-15T17:00:00.0;53.0035;23.6662;11.8825;11.7837;138.7037;23.6662;11.8825;11.7837;138.7037;0.8500
2024-03-15T17:00:00.0/2024-03-15T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T18:00:00.0/2024-03-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T19:00:00.0/2024-03-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T20:00:00.0/2024-03-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T21:00:00.0/2024-03-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T22:00:00.0/2024-03-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-15T23:00:00.0/2024-03-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T00:00:00.0/2024-03-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T01:00:00.0/2024-03-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T02:00:00.0/2024-03-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T03:00:00.0/2024-03-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T04:00:00.0/2024-03-16T05:00:00.0;7.5046;2.2593;0.4906;1.7687;12.8430;2.2593;0.4906;1.7687;12.8430;0.8917
2024-03-16T05:00:00.0/2024-03-16T06:00:00.0;207.7515;114.5502;71.8356;42.7147;424.4902;114.5502;71.8356;42.7147;424.4902;0.8500
2024-03-16T06:00:00.0/2024-03-16T07:00:00.0;477.9372;326.3459;250.1947;76.1512;713.1792;326.3459;250.1947;76.1512;713.1792;1.0000
2024-03-16T07:00:00.0/2024-03-16T08:00:00.0;714.0346;528.1145;433.0406;95.0739;832.9185;528.1145;433.0406;95.0739;832.9185;1.0000
2024-03-16T08:00:00.0/2024-03-16T09:00:00.0;899.9615;690.9878;584.2344;106.7533;893.1295;690.9878;584.2344;106.7533;893.1295;1.0000
2024-03-16T09:00:00.0/2024-03-16T10:00:00.0;1023.0566;797.4882;676.1824;121.3058;909.9667;797.4882;676.1824;121.3058;909.9667;1.0000
2024-03-16T10:00:00.0/2024-03-16T11:00:00.0;1074.9430;838.7249;699.0477;139.6771;895.2922;838.2783;697.8474;140.4310;893.7573;1.0000
2024-03-16T11:00:00.0/2024-03-16T12:00:00.0;1052.1003;813.1243;659.1546;153.9697;862.2757;796.6090;609.9163;186.6927;797.4802;1.0000
2024-03-16T12:00:00.0/2024-03-16T13:00:00.0;956.1053;724.1277;568.3052;155.8226;817.7159;632.8849;319.6619;313.2230;458.1946;1.0000
2024-03-16T13:00:00.0/2024-03-16T14:00:00.0;793.5229;578.8898;435.1948;143.6950;753.2336;453.1287;169.6798;283.4489;288.8639;1.0000
2024-03-16T14:00:00.0/2024-03-16T15:00:00.0;575.4592;388.8050;268.4378;120.3672;636.7220;198.5740;16.7633;181.8107;35.7383;1.0000
2024-03-16T15:00:00.0/2024-03-16T16:00:00.0;316.8023;178.8369;100.7283;78.1086;415.7422;54.9181;1.9399;52.9782;6.5692;1.0000
2024-03-16T16:00:00.0/2024-03-16T17:00:00.0;55.6632;20.7071;6.1927;14.5144;67.5655;8.7199;0.0000;8.7199;0.0000;0.8333
2024-03-16T17:00:00.0/2024-03-16T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T18:00:00.0/2024-03-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T19:00:00.0/2024-03-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T20:00:00.0/2024-03-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T21:00:00.0/2024-03-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T22:00:00.0/2024-03-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-16T23:00:00.0/2024-03-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-17T00:00:00.0/2024-03-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-17T01:00:00.0/2024-03-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-17T02:00:00.0/2024-03-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-17T03:00:00.0/2024-03-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-17T04:00:00.0/2024-03-17T05:00:00.0;9.2250;2.5656;0.4034;2.1622;9.6262;0.7626;0.0000;0.7626;0.0000;0.8750
2024-03-17T05:00:00.0/2024-03-17T06:00:00.0;214.7175;111.2558;61.9118;49.3440;348.8134;68.6790;18.1769;50.5021;81.0968;0.8500
2024-03-17T06:00:00.0/2024-03-17T07:00:00.0;484.6789;320.0819;230.9766;89.1053;647.6902;279.7016;154.3545;125.3471;421.1301;1.0000
2024-03-17T07:00:00.0/2024-03-17T08:00:00.0;720.4805;521.1598;410.2374;110.9224;781.1594;521.1598;410.2374;110.9224;781.1594;1.0000
2024-03-17T08:00:00.0/2024-03-17T09:00:00.0;906.0606;684.1895;561.6729;122.5166;852.2370;684.1895;561.6729;122.5166;852.2370;1.0000
2024-03-17T09:00:00.0/2024-03-17T10:00:00.0;1028.7815;791.1122;653.5566;137.5555;874.1438;770.2791;600.6628;169.6162;805.1179;1.0000
2024-03-17T10:00:00.0/2024-03-17T11:00:00.0;1080.2921;832.9163;674.5288;158.3874;859.1445;561.5150;201.4746;360.0404;257.4567;1.0000
